'alaihi	0
wasallam	0
menjawab	0
:	0
"	0
Terkadang	0
datang	0
kepadaku	0
seperti	0
suara	0
gemerincing	0
lonceng	0
dan	0
cara	0
ini	0
yang	0
paling	0
berat	0
buatku	0
,	0
lalu	0
terhenti	0
sehingga	0
aku	0
dapat	0
mengerti	0
apa	0
yang	0
disampaikan	0
.	0
Dan	0
terkadang	0
datang	0
Malaikat	0
menyerupai	0
seorang	0
laki	0
-	0
laki	0
lalu	0
berbicara	0
kepadaku	0
maka	0
aku	0
ikuti	0
apa	0
yang	0
diucapkannya	0
"	0
.	0
Aisyah	PERSON
berkata	0
:	0
"	0
Sungguh	0
aku	0
pernah	0
melihat	0
turunnya	0
wahyu	0
kepada	0
Beliau	0
shallallahu	0
'alaihi	0
wasallam	0
pada	0
suatu	0
hari	0
yang	0
sangat	0
dingin	0
lalu	0
terhenti	0
,	0
dan	0
aku	0
lihat	0
dahi	0
Beliau	0
mengucurkan	0
keringat	0
.	0
"	0
Telah	0
menceritakan	0
kepada	0
kami	0
Yahya	PERSON
bin	PERSON
Bukair	PERSON
berkata	0
,	0
telah	0
menceritakan	0
kepada	0
kami	0
dari	0
Al 	PERSON
Laits	PERSON 
dari	0
'Uqail	PERSON 
dari	0
Ibnu 	PERSON
Syihab	PERSON 
dari	0
'Urwah 	PERSON
bin 	PERSON
Az	PERSON 
Zubair	PERSON 
dari	0
Aisyah 	PERSON
-	0
Ibu 	0
Kaum 	0
Mu'minin	0
-	0
,	0
bahwasanya	0
dia	0
berkata	0
:	0
"	0
Permulaaan	0
wahyu	0
yang	0
datang	0
kepada	0
Rasulullah 	0
shallallahu	0
'alaihi 	0
wasallam	0
adalah	0
dengan 	0
mimpi	0
yang	0
benar	0
dalam	0
tidur	0
.	0
Dan	0
tidaklah	0
Beliau	0
bermimpi	0
kecuali	0
datang	0
seperti	0
cahaya	0
subuh	0
.	0
Kemudian	0
Beliau 	0
dianugerahi	0
kecintaan	0
untuk	0
menyendiri	0
,	0
lalu	0
Beliau 	0
memilih	0
gua	0
Hiro	0
dan	0
bertahannuts	0
yaitu	0
'ibadah	0
di	0
malam	0
hari	0
dalam	0
beberapa	0
waktu	0
lamanya	0
sebelum	0
kemudian 	0
kembali	0
kepada	0
keluarganya	0
guna	0
mempersiapkan 	0
bekal	0
untuk	0
bertahannuts	0
kembali	0
.	0
Kemudian	0
Beliau	0
menemui 	0
Khadijah	PERSON 
mempersiapkan	0
bekal	0
.	0
Sampai	0
akhirnya	0
datang	0
Al 	0
Haq 	0
saat	0
Beliau	0
di	0
gua	LOCATION
Hiro	LOCATION
, 	0
Malaikat 	0
datang	0
seraya	0
berkata	0
:	0
"	0
Bacalah	0
?	0
"	0
Beliau	0
menjawab	0
:	0
"	0
Aku 	0
tidak 	0
bisa	0
baca	0
"	0
.	0
Nabi	0
shallallahu	0
'alaihi	0
wasallam 	0
menjelaskan	0
:	0
Maka	0
Malaikat 	0
itu	0
memegangku	0
dan 	0
memelukku	0
sangat	0
kuat	0
kemudian	0
melepaskanku	0
dan 	0
berkata	0
lagi	0
:	0
"	0
Bacalah	0
!	0
"	0
Beliau	0
menjawab	0
:	0
"	0
Aku	0
tidak	0
bisa 	0
baca	0
"	0
.	0
Maka	0
Malaikat	0
itu	0
memegangku	0
dan	0
memelukku	0
sangat	0
kuat	0
kemudian	0
melepaskanku	0
dan	0
berkata	0
lagi	0
:	0
"	0
Bacalah	0
!	0
"	0
.	0
Beliau	0
menjawab	0
:	0
"	0
Aku	0
tidak	0
bisa 	0
baca	0
"	0
.	0
Malaikat	0
itu	0
memegangku	0
kembali	0
dan	0
memelukku	0
untuk	0
ketiga	0
kalinya	0
dengan	0
sangat	0
kuat	0
lalu	0
melepaskanku	0
,	0
dan	0
berkata	0
lagi	0
:	0
(	0
Bacalah	0
dengan	0
(	0
menyebut	0
)	0
nama	0
Tuhanmu	0
yang	0
Menciptakan	0
,	0
Dia	0
Telah	0
menciptakan	0
manusia	0
dari	0
segumpal	0
darah	0
.	0
Bacalah	0
,	0
dan	0
Tuhanmulah	0
yang 	0
Maha	0
Pemurah	0
)	0
.	0
"	0
Nabi	0
shallallahu	0
'alaihi	0
wasallam	0
kembali	0
kepada	0
keluarganya	0
dengan	0
membawa	0
kalimat	0
wahyu	0
tadi	0
dalam	0
keadaan	0
gelisah	0
.	0
Beliau 	0
menemui	0
Khadijah	PERSON 
binti	PERSON 
Khawailidh	PERSON 
seraya	0
berkata	0
:	0
"	0
Selimuti	0
aku	0
,	0
selimuti	0
aku	0
!	0
"	0
.	0
Beliau	0
pun	0
diselimuti	0
hingga	0
hilang	0
ketakutannya	0
.	0
Lalu	0
Beliau	0
menceritakan	0
peristiwa	0
yang	0
terjadi 	0
kepada	0
Khadijah	PERSON
:	0
"	0
Aku	0
mengkhawatirkan	0
diriku	0
"	0
.	0
Maka	0
Khadijah 	PERSON
berkata	0
:	0
"	0
Demi	0
Allah	0
,	0
Allah 	0
tidak	0
akan	0
mencelakakanmu	0
selamanya	0
,	0
karena	0
engkau	0
adalah	0
orang	0
yang	0
menyambung	0
silaturrahim	0
.	0
"	0
Khadijah	PERSON
kemudian	0
mengajak	0
Beliau	0
untuk	0
bertemu	0
dengan	0
Waroqoh 	PERSON
bin	PERSON 
Naufal	PERSON 
bin	PERSON 
Asad	PERSON 
bin 	PERSON
Abdul	PERSON 
'Uzza	PERSON
,	0
putra	0
paman	0
Khadijah	PERSON
,	0
yang	0
beragama	0
Nasrani	0
di	0
masa	0
Jahiliyyah	0
,	0
dia	0
juga	0
menulis	0
buku	0
dalam	0
bahasa	0
Ibrani	0
,	0
juga	0
menulis	0
Kitab	0
Injil	0
dalam	0
Bahasa	0
Ibrani	0
dengan	0
izin	0
Allah	0
.	0
Saat	0
itu	0
Waroqoh 	PERSON
sudah	0
tua	0
dan	0
matanya	0
buta	0
.	0
Khadijah	PERSON
berkata	0
:	0
"	0
Wahai	0
putra	0
pamanku	0
,	0
dengarkanlah	0
apa	0
yang	0
akan	0
disampaikan	0
oleh	0
putra	0
saudaramu	0
ini	0
"	0
.	0
Waroqoh 	PERSON
berkata	0
:	0
"	0
Wahai	0
putra	0
saudaraku	0
,	0
apa	0
yang	0
sudah	0
kamu	0
alami	0
"	0
.	0
Maka	0
Rasulullah 	0
shallallahu	0
'alaihi	0
wasallam	0
menuturkan	0
peristiwa	0
yang	0
dialaminya	0
.	0
Waroqoh 	PERSON
berkata	0
:	0
"	0
Ini	0
adalah	0
Namus	0
,	0
seperti	0
yang	0
pernah	0
Allah 	0
turunkan	0
kepada	0
Musa	PERSON
.	0
Duhai	0
seandainya	0
aku	0
masih	0
muda	0
dan	0
aku	0
masih	0
hidup	0
saat	0
kamu	0
nanti	0
diusir	0
oleh	0
kaummu	0
"	0
.	0
Rasulullah 	0
shallallahu	0
'alaihi 	0
wasallam	0
bertanya	0
:	0
"	0
Apakah	0
aku	0
akan	0
diusir	0
mereka	0
?	0
"	0
Waroqoh 	PERSON
menjawab	0
:	0
"	0
Iya	0
.	0
Karena	0
tidak	0
ada 	0
satu	0
orang	0
pun	0
yang 	0
datang	0
dengan	0
membawa	0
seperti	0
apa	0
yang	0
kamu	0
bawa	0
ini	0
kecuali	0 
akan	0
disakiti	0
(	0
dimusuhi	0
)	0
.	0
Seandainya	0
aku	0
ada	0
saat	0
kejadian	0
itu	0
,	0
pasti	0
aku	0
akan	0
menolongmu	0
dengan	0
sekemampuanku	0
"	0
.	0
Waroqoh 	PERSON
tidak	0
mengalami	0
peristiwa 	0
yang	0
diyakininya	0
tersebut	0
karena	0
lebih	0
dahulu 	0
meninggal 	0
dunia	0
pada	0
masa	0
fatroh	0
(	0
kekosongan	0
)	0
wahyu	0
.	0
Ibnu	PERSON 
Syihab	PERSON 
berkata	0
;	0
telah	0
mengabarkan	0
kepadaku	0
Abu	PERSON 
Salamah	PERSON 
bin	PERSON 
Abdurrahman	PERSON 
bahwa	0
Jabir	PERSON 
bin	PERSON 
Abdullah	PERSON 
Al 	PERSON
Anshari	PERSON 
bertutur	0
tentang	0
kekosongan	0
wahyu	0
,	0
sebagaimana	0
yang 	0
Rasulullah 	0
shallallahu	0
'alaihi	0
wasallam	0
ceritakan	0
:	0
"	0
Ketika	0
sedang	0
berjalan	0
aku	0
mendengar	0
suara 	0
dari	0
langit	0
,	0
aku	0
memandang	0
ke	0
arahnya	0
dan	0
ternyata	0
Malaikat 	0
yang	0
pernah	0
datang	0
kepadaku	0
di 	0
gua	LOCATION
Hiro	LOCATION
,	0
duduk	0
di	0
atas	0
kursi	0
antara	0
langit	0
dan	0
bumi	0
.	0
Aku	0
pun 	0
ketakutan	0
dan 	0
pulang	0
,	0
dan	0
berkata	0
:	0
"	0
Selimuti	0
aku	0
.	0
Selimuti	0
aku	0
"	0
.	0
Maka	0
Allah 	0
Ta'ala	0
menurunkan 	0
wahyu	0
:	0
(	0
Wahai	0
orang	0
yang	0
berselimut	0
)	0
sampai	0
firman	0
Allah 	0
(	0
dan 	0
berhala	0
-	0
berhala	0
tinggalkanlah	0
)	0
.	0
Sejak	0
saat	0
itu 	0
wahyu 	0
terus	0
turun	0
berkesinambungan	0
.	0
"	0
Hadits	0
ini	0
juga	0
diriwayatkan	0
oleh	0
Abdullah	PERSON 
bin	PERSON 
Yusuf	PERSON 
dan	0
Abu 	PERSON
Shalih	PERSON 
juga	0
oleh	0
Hilal	PERSON 
bin	PERSON 
Raddad	PERSON 
dari	0
Az	PERSON
Zuhri	PERSON
.	0
Dan	0
Yunus 	PERSON
berkata	0
;	0
dan	0
Ma'mar 	PERSON
menyepakati	0
bahwa	0
dia	0
mendapatkannya	0
dari	0
Az	PERSON 
Zuhri	PERSON
Telah	0
menceritakan	0
kepada	0
kami	0
Musa	PERSON 
bin	PERSON 
Isma'il	PERSON 
dia	0
berkata	0
,	0
Telah	0
menceritakan	0
kepada	0
kami	0
Abu	PERSON
'Awanah	PERSON 
berkata	0
,	0
bahwa	0
Telah 	0
menceritakan	0
kepada 	0
kami	0
Musa 	PERSON
bin	PERSON 
Abu 	PERSON
Aisyah	PERSON 
berkata	0
,	0
Telah	0
menceritakan 	0
kepada	0
kami	0
Sa'id 	PERSON
bin	PERSON 
Jubair	PERSON 
dari	0
Ibnu	PERSON 
'Abbas	PERSON 
tentang	0
firman	0
Allah	0
Ta'ala	0
:	0
(	0
Janganlah	0
kamu 	0
gerakkan	0
lidahmu	0
untuk	0
(	0
membaca	0
)	0
Al	0
Quran	0
karena	0
hendak	0
cepat	0
-	0
cepat	0
ingin	0
(	0
menguasainya	0
)	0
.	0
"	0
Berkata 	0
Ibnu	PERSON 
'Abbas	PERSON
:	0
"	0
Rasulullah	0
shallallahu	0
'alaihi	0
wasallam	0
sangat 	0
kuat 	0
keinginannya 	0
untuk 	0
menghafalkan	0
apa	0
yang	0
diturunkan	0
(	0
Al	0
Qur'an	0
)	0
dan 	0
menggerak	0
-	0
gerakkan	0
kedua	0
bibir	0
Beliau	0
.	0
"	0
Berkata 	0
Ibnu	PERSON 
'Abbas	PERSON
:	0
"	0
aku	0
akan	0
menggerakkan	0
kedua	0
bibirku	0
(	0
untuk 	0
membacakannya	0
)	0
kepada 	0
kalian	0
sebagaimana	0
Rasulullah 	0
shallallahu	0
'alaihi	0
wasallam	0
melakukannya 	0
kepadaku	0
"	0
. 	0
Berkata	0
Sa'id	PERSON
:	0
"	0
Dan	0
aku	0
akan 	0
menggerakkan 	0
kedua	0
bibirku	0
(	0
untuk 	0
membacakannya	0
)	0
kepada	0
kalian 	0
sebagaimana	0
aku	0
melihat	0
Ibnu	PERSON 
'Abbas	PERSON 
melakukannya	0
.	0
Maka	0
Nabi 	0
shallallahu	0
'alaihi	0
wasallam	0
menggerakkan	0
kedua 	0
bibirnya	0
, 	0
Kemudian 	0
turunlah	0
firman	0
Allah	0
Ta'ala	0
:	0
Janganlah	0
kamu 	0
gerakkan 	0
lidahmu 	0
untuk 	0
(	0
membaca	0
) 	0
Al	0
Quran	0
karena 	0
hendak 	0
cepat	0
-	0
cepat 	0
(	0
menguasai	0
)	0
nya	0
.	0
Sesungguhnya 	0
atas 	0
tanggungan	0
Kamilah 	0
mengumpulkannya	0
(	0
di 	0
dadamu	0
)	0
dan	0
(	0
membuatmu 	0
pandai	0
) 	0
membacanya	0
"	0
.	0
Maksudnya 	0
Allah	0
mengumpulkannya 	0
di 	0
dalam 	0
dadamu 	0
(	0
untuk	0
dihafalkan	0
)	0
dan 	0
kemudian 	0
kamu 	0
membacanya	0
: 	0
"	0
Apabila 	0
Kami 	0
telah 	0
selesai 	0
membacakannya	0
, 	0
maka 	0
ikutilah 	0
bacaannya 	0
itu	0
"	0
.	0
Maksudnya	0
:	0
"	0
Dengarkanlah 	0
dan	0
diamlah	0
"	0
. 	0
Kemudian 	0
Allah 	0
Ta'ala 	0
berfirman	0
:	0
"	0
Kemudian	0
,	0
sesungguhnya 	0
atas 	0
tanggungan 	0
Kamilah 	0
penjelasannya	0
. 	0
Maksudnya	0
: 	0
"	0
Dan 	0
Kewajiban	0
Kamilah 	0
untuk 	0
membacakannya	0
" 	0
Dan	0
Rasulullah 	0
shallallahu	0
'alaihi 	0
wasallam 	0
sejak	0
saat 	0
itu 	0
bila 	0
Jibril	0
'Alaihis	0
Salam 	0
datang 	0
kepadanya	0
,	0
Beliau 	0
mendengarkannya	0
. 	0
Dan 	0
bila	0
Jibril	0
'Alaihis	0
Salam 	0
sudah	0
pergi	0
, 	0
maka	0
Nabi 	0
shallallahu	0
'alaihi 	0
wasallam 	0
membacakannya 	0
(	0
kepada	0
para	0
sahabat	0
) 	0
sebagaimana	0
Jibril	0
'Alaihis	0
Salam	0
membacakannya 	0
kepada	0
Beliau	0
shallallahu	0
'alaihi	0
wasallam	0
Telah 	0
menceritakan	0
kepada 	0
kami 	0
Abdan 	PERSON
dia 	0
berkata	0
, 	0
telah	0
mengabarkan 	0
kepada 	0
kami 	0
Abdullah 	PERSON
telah 	0
mengabarkan	0
kepada 	0
kami 	0
Yunus 	PERSON
dari 	0
Az	PERSON 
Zuhri 	PERSON
dan 	0
dengan 	0
riwayat	0
yang 	0
sama	0
,	0
telah 	0
menceritakan	0
pula 	0
kepada	0
kami	0
Bisyir	PERSON 
bin	PERSON 
Muhammad 	PERSON
berkata	0
, 	0
telah 	0
mengabarkan	0
kepada 	0
kami	0
Abdullah	PERSON 
berkata	0
, 	0
telah 	0
mengabarkan 	0
kepada	0
kami	0
Yunus 	PERSON
dan	0
Ma'mar PERSON
dari	0
Az	PERSON 
Zuhri	PERSON 
seperti 	0
lainnya	0
berkata	0
, 	0
telah	0
mengabarkan 	0
kepada 	0
kami	0
Ubaidullah	PERSON 
bin 	PERSON
Abdullah	PERSON 
dari 	0
Ibnu	PERSON 
'Abbas	PERSON 
berkata	0
, 	0
bahwa	0
Rasulullah	0
shallallahu	0
'alaihi	0
wasallam	0
adalah 	0
manusia 	0
yang 	0
paling 	0
lembut 	0
terutama 	0
pada 	0
bulan 	0
Ramadlan 	0
ketika 	0
malaikat	0
Jibril 	0
'Alaihis	0
Salam	0
menemuinya	0
, 	0
dan 	0
adalah	0
Jibril	0
'Alaihis	0
Salam 	0
mendatanginya	0
setiap 	0
malam	0
di	0
bulan	0
Ramadlan	0
, 	0
dimana 	0
Jibril	0
'Alaihis	0
Salam 	0
mengajarkan 	0
Al 	0
Qur'an	0
. 	0
Sungguh 	0
Rasulullah 	0
shallallahu	0
'alaihi 	0
wasallam 	0
jauh 	0
lebih 	0
lembut 	0
daripada 	0
angin 	0
yang 	0
berhembus	0
Telah	0
menceritakan	0
kepada	0
kami	0
Abu	PERSON
Al	PERSON
Yaman	PERSON
Al	PERSON
Hakam	PERSON
bin	PERSON
Nafi'	PERSON
dia	0
berkata	0
,	0
telah	0
mengabarkan	0
kepada	0
kami	0
Syu'aib	PERSON
dari	0
Az	PERSON
Zuhri	PERSON
telah	0
mengabarkan	0
kepadaku	0
Ubaidullah	PERSON
bin	PERSON
Abdullah	PERSON
bin	PERSON
'Utbah	PERSON
bin	PERSON
Mas'ud	PERSON
bahwa	0
Abdullah	PERSON
bin	PERSON
'Abbas	PERSON
telah	0
mengabarkan	0
kepadanya	0
bahwa	0
Abu	PERSON
Sufyan	PERSON
bin	PERSON
Harb	PERSON
telah	0
mengabarkan	0
kepadanya	0
;	0
bahwa	0
Heraclius	PERSON
menerima	0
rombongan	0
dagang	0
Quraisy	ORGANIZATION
,	0
yang	0
sedang	0
mengadakan	0
ekspedisi	0
dagang	0
ke	0
Negeri	LOCATION
Syam	LOCATION
pada	0
saat	0
berlakunya	0
perjanjian	0
antara	0
Nabi	0
shallallahu	0
'alaihi	0
wasallam	0
dengan	0
Abu	PERSON
Sufyan	PERSON
dan	0
orang	0
-	0
orang	0
kafir	0
Quraisy	ORGANIZATION
.	0
Saat	0
singgah	0
di	0
Iliya'	LOCATION
mereka	0
menemui	0
Heraclius	PERSON
atas	0
undangan	0
Heraclius	PERSON
untuk	0
di	0
diajak	0
dialog	0
di	0
majelisnya	0
,	0
yang	0
saat	0
itu	0
Heraclius	PERSON
bersama	0
dengan	0
para	0
pembesar	0
-	0
pembesar	0
Negeri	LOCATION
Romawi	LOCATION
.	0
Heraclius	PERSON
berbicara	0
dengan	0
mereka	0
melalui	0
penerjemah	0
.	0
Heraclius	PERSON
berkata	0
;	0
"	0
Siapa	0
diantara	0
kalian	0
yang	0
paling	0
dekat	0
hubungan	0
keluarganya	0
dengan	0
orang	0
yang	0
mengaku	0
sebagai	0
Nabi	0
itu	0
?	0
.	0
"	0
Abu	PERSON
Sufyan	PERSON
berkata	0
;	0
maka	0
aku	0
menjawab	0
;	0
"	0
Akulah	0
yang	0
paling	0
dekat	0
hubungan	0
kekeluargaannya	0
dengan	0
dia	0
"	0
.	0
Heraclius	PERSON
berkata	0
;	0
"	0
Dekatkanlah	0
dia	0
denganku	0
dan	0
juga	0
sahabat	0
-	0
sahabatnya	0
.	0
"	0
Maka	0
mereka	0
meletakkan	0
orang	0
-	0
orang	0
Quraisy	ORGANIZATION
berada	0
di	0
belakang	0
Abu	PERSON
Sufyan	PERSON
.	0
Lalu	0
Heraclius	PERSON
berkata	0
melalui	0
penerjemahnya	0
:	0
"	0
Katakan	0
kepadanya	0
,	0
bahwa	0
aku	0
bertanya	0
kepadanya	0
tentang	0
lelaki	0
yang	0
mengaku	0
sebagai	0
Nabi	0
.	0
Jika	0
ia	0
berdusta	0
kepadaku	0
maka	0
kalian	0
harus	0
mendustakannya	0
.	0
"	0
Demi	0
Allah	0
,	0
kalau	0
bukan	0
rasa	0
malu	0
akibat	0
tudingan	0
pendusta	0
yang	0
akan	0
mereka	0
lontarkan	0
kepadaku	0
niscaya	0
aku	0
berdusta	0
kepadanya	0
.	0
"	0
Abu	PERSON
Sufyan	PERSON
berkata	0
;	0
Maka	0
yang	0
pertama	0
ditanyakannya	0
kepadaku	0
tentangnya	0
(	0
Nabi	0
shallallahu	0
'alaihi	0
wasallam	0
)	0
adalah	0
:	0
"	0
bagaimana	0
kedudukan	0
nasabnya	0
ditengah	0
-	0
tengah	0
kalian	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Dia	0
adalah	0
dari	0
keturunan	0
baik	0
-	0
baik	0
(	0
bangsawan	0
)	0
"	0
.	0
Tanyanya	0
lagi	0
:	0
"	0
Apakah	0
ada	0
orang	0
lain	0
yang	0
pernah	0
mengatakannya	0
sebelum	0
dia	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Tidak	0
ada	0
"	0
.	0
Tanyanya	0
lagi	0
:	0
"	0
Apakah	0
bapaknya	0
seorang	0
raja	0
?	0
"	0
Jawabku	0
:	0
"	0
Bukan	0
"	0
.	0
Apakah	0
yang	0
mengikuti	0
dia	0
orang	0
-	0
orang	0
yang	0
terpandang	0
atau	0
orang	0
-	0
orang	0
yang	0
rendah	0
?	0
"	0
Jawabku	0
:	0
"	0
Bahkan	0
yang	0
mengikutinya	0
adalah	0
orang	0
-	0
orang	0
yang	0
rendah	0
"	0
.	0
Dia	0
bertanya	0
lagi	0
:	0
"	0
Apakah	0
bertambah	0
pengikutnya	0
atau	0
berkurang	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Bertambah	0
"	0
.	0
Dia	0
bertanya	0
lagi	0
:	0
"	0
Apakah	0
ada	0
yang	0
murtad	0
disebabkan	0
dongkol	0
terhadap	0
agamanya	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Tidak	0
ada	0
"	0
.	0
Dia	0
bertanya	0
lagi	0
:	0
"	0
Apakah	0
kalian	0
pernah	0
mendapatkannya	0
dia	0
berdusta	0
sebelum	0
dia	0
menyampaikan	0
apa	0
yang	0
dikatakannya	0
itu	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Tidak	0
pernah	0
"	0
.	0
Dia	0
bertanya	0
lagi	0
:	0
"	0
Apakah	0
dia	0
pernah	0
berlaku	0
curang	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Tidak	0
pernah	0
.	0
Ketika	0
kami	0
bergaul	0
dengannya	0
,	0
dia	0
tidak	0
pernah	0
melakukan	0
itu	0
"	0
.	0
Berkata	0
Abu	PERSON
Sufyan	PERSON
:	0
"	0
Aku	0
tidak	0
mungkin	0
menyampaikan	0
selain	0
ucapan	0
seperti	0
ini	0
"	0
.	0
Dia	0
bertanya	0
lagi	0
:	0
"	0
Apakah	0
kalian	0
memeranginya	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Iya	0
"	0
.	0
Dia	0
bertanya	0
lagi	0
:	0
"	0
Bagaimana	0
kesudahan	0
perang	0
tersebut	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Perang	0
antara	0
kami	0
dan	0
dia	0
sangat	0
banyak	0
.	0
Terkadang	0
dia	0
mengalahkan	0
kami	0
terkadang	0
kami	0
yang	0
mengalahkan	0
dia	0
"	0
.	0
Dia	0
bertanya	0
lagi	0
:	0
"	0
Apa	0
yang	0
diperintahkannya	0
kepada	0
kalian	0
?	0
"	0
Aku	0
jawab	0
:	0
"	0
Dia	0
menyuruh	0
kami	0
;	0
'	0
Sembahlah	0
Allah	0
dengan	0
tidak	0
menyekutukannya	0
dengan	0
sesuatu	0
apapun	0
,	0
dan	0
tinggalkan	0
apa	0
yang	0
dikatakan	0
oleh	0
nenek	0
moyang	0
kalian	0
.	0
'	0
Dia	0
juga	0
memerintahkan	0
kami	0
untuk	0
menegakkan	0
shalat	0
,	0
menunaikan	0
zakat	0
,	0
berkata	0
jujur	0
,	0
saling	0
memaafkan	0
dan	0
menyambung	0
silaturrahim	0
"	0
.	0
Maka	0
Heraclius	PERSON
berkata	0
kepada	0
penerjemahnya	0
:	0
"	0
Katakan	0
kepadanya	0
,	0
bahwa	0
aku	0
telah	0
bertanya	0
kepadamu	0
tentang	0
keturunan	0
orang	0
itu	0
,	0
kamu	0
ceritakan	0
bahwa	0
orang	0
itu	0
dari	0
keturunan	0
bangsawan	0
.	0
Begitu	0
juga	0
laki	0
-	0
laki	0
itu	0
dibangkitkan	0
di	0
tengah	0
keturunan	0
kaumnya	0
.	0
Dan	0
aku	0
tanya	0
kepadamu	0
apakah	0
pernah	0
ada	0
orang	0
sebelumnya	0
yang	0
mengatakan	0
seperti	0
yang	0
dikatakannya	0
,	0
kamu	0
jawab	0
tidak	0
.	0
Seandainya	0
dikatakan	0
ada	0
orang	0
sebelumnya	0
yang	0
mengatakannya	0
tentu	0
kuanggap	0
orang	0
ini	0
meniru	0
orang	0
sebelumnya	0
yang	0
pernah	0
mengatakan	0
hal	0
serupa	0
.	0
Aku	0
tanyakan	0
juga	0
kepadamu	0
apakah	0
bapaknya	0
ada	0
yang	0
dari	0
keturunan	0
raja	0
,	0
maka	0
kamu	0
jawab	0
tidak	0
.	0
Aku	0
katakan	0
seandainya	0
bapaknya	0
dari	0
keturunan	0
raja	0
,	0
tentu	0
orang	0
ini	0
sedang	0
menuntut	0
kerajaan	0
bapaknya	0
.	0
Dan	0
aku	0
tanyakan	0
juga	0
kepadamu	0
apakah	0
kalian	0
pernah	0
mendapatkan	0
dia	0
berdusta	0
sebelum	0
dia	0
menyampaikan	0
apa	0
yang	0
dikatakannya	0
,	0
kamu	0
menjawabnya	0
tidak	0
.	0
Sungguh	0
aku	0
memahami	0
,	0
kalau	0
kepada	0
manusia	0
saja	0
dia	0
tidak	0
berani	0
berdusta	0
apalagi	0
berdusta	0
kepada	0
Allah	0
.	0
Dan	0
aku	0
juga	0
telah	0
bertanya	0
kepadamu	0
,	0
apakah	0
yang	0
mengikuti	0
dia	0
orang	0
-	0
orang	0
yang	0
terpandang	0
atau	0
orang	0
-	0
orang	0
yang	0
rendah	0
?	0
"	0
Kamu	0
menjawab	0
orang	0
-	0
orang	0
yang	0
rendah	0
yang	0
mengikutinya	0
.	0
Memang	0
mereka	0
itulah	0
yang	0
menjadi	0
para	0
pengikut	0
Rasul	0
.	0
Aku	0
juga	0
sudah	0
bertanya	0
kepadamu	0
apakah	0
bertambah	0
pengikutnya	0
atau	0
berkurang	0
,	0
kamu	0
menjawabnya	0
bertambah	0
.	0
Dan	0
memang	0
begitulah	0
perkara	0
iman	0
hingga	0
menjadi	0
sempurna	0
.	0
Aku	0
juga	0
sudah	0
bertanya	0
kepadamu	0
apakah	0
ada	0
yang	0
murtad	0
disebabkan	0
marah	0
terhadap	0
agamanya	0
.	0
Kamu	0
